objectid,comments,class,parktime_mins,surveydate,signinfo,meternumber,baynumber,drawingnumber,mode,st_areashape,st_lengthshape
525,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR08,2,,Active,19.6157860031038,0
526,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR08,1,,Active,16.9053499977063,0
527,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR06,7,,Active,15.3307755012838,0
528,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR06,6,,Active,15.7838785001981,0
529,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR06,5,,Active,14.6533515048599,0
530,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR06,4,,Active,15.7851584982783,0
531,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR06,3,,Active,16.455298498156,0
532,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR06,2,,Active,17.5860690012855,0
533,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR06,1,,Active,18.0338570063816,0
534,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR04,8,,Active,18.0327889982628,0
535,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR04,7,,Active,16.9085359981939,0
536,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR04,6,,Active,16.6788630040254,0
537,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR04,5,,Active,15.1018124991385,0
538,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR04,4,,Active,20.281665998507,0
539,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR04,3,,Active,16.4505945032319,0
540,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR04,2,,Active,17.3488574990266,0
541,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR04,1,,Active,14.8758444994815,0
542,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR02,8,,Active,15.3167959996127,0
543,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR02,7,,Active,16.6675625002217,0
544,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR02,6,,Active,18.4677875003136,0
545,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR02,5,,Active,17.5665690002433,0
546,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR02,4,,Active,19.135686502266,0
547,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR02,3,,Active,16.8824655007421,0
548,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR02,2,,Active,15.7608200008542,0
549,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR02,1,,Active,17.4128989976363,0
550,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ18,3,,Active,11.8803834995488,0
551,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ18,2,,Active,15.717171502398,0
552,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ13,5,,Active,15.0491129987202,0
553,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ13,1,,Active,12.253064998534,0
554,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ15,6,,Active,12.7945530011885,0
555,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ18,1,,Active,13.5929475007637,0
556,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ15,5,,Active,13.973901001575,0
557,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ13,7,,Active,13.6520169979148,0
558,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ13,6,,Active,12.8994599976018,0
559,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ13,4,,Active,13.5439989973761,0
560,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ13,3,,Active,13.9761639988281,0
561,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ13,2,,Active,13.9780204984137,0
562,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ15,4,,Active,12.7925270008564,0
563,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ15,3,,Active,12.2538359991351,0
564,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ15,2,,Active,11.8242480022117,0
565,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,SJ15,1,,Active,12.2100049993418,0
566,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ01,3,,Active,15.4795700000826,0
567,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ01,2,,Active,15.3726289988446,0
568,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ01,1,,Active,15.5883729991714,0
569,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ03,3,,Active,13.5453219996739,0
570,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ03,2,,Active,14.2965580001112,0
571,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ03,1,,Active,14.4045739997062,0
572,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ05,5,,Active,12.8999520026004,0
573,,Multibay Metered,180,2008-04-18T00:00:00.000Z,,EZ05,4,,Active,14.4045740021332,0
574,,Multibay Metered,60,2008-04-16T00:00:00.000Z,,GE12,4,,Active,13.5455239982756,0
575,,Multibay Metered,60,2008-04-16T00:00:00.000Z,,GE12,5,,Active,14.4481879995662,0
576,,Signed,15,2008-04-16T00:00:00.000Z,1/4P 9:00am-10.30pm Mon-Fri 9:00am-4:00pm Sat,,,,Active,11.9861480013864,0
577,,Loading Zone,15,2008-04-16T00:00:00.000Z,Loading Zone 15 Minutes 9:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,25.7519319948452,0
578,,Multibay Metered,60,2008-04-16T00:00:00.000Z,,GE14,1,,Active,14.0543710024746,0
579,,Multibay Metered,60,2008-04-16T00:00:00.000Z,,GE14,2,,Active,15.3730275020337,0
580,,Multibay Metered,60,2008-04-16T00:00:00.000Z,,GE14,5,,Active,17.3069885006682,0
581,,Metered,60,2015-01-29T00:00:00.000Z,,GE11,1,,Active,14.5936898569094,0
582,,Signed,15,2015-01-29T00:00:00.000Z,1/4P 9:00am-10:30pm Mon-Fri 9:00am-4:00pm Sat,GEOR051,,,Active,15.3635921079775,0
583,,Multibay Metered,60,2015-01-29T00:00:00.000Z,1P 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,GE13,7,,Active,11.781845998621,0
584,,Unrestricted,180,2009-01-14T00:00:00.000Z,"3P 7am-7pm Mon-Sun; Resident Permit Area",Area Q,,,Active,11.756500000705,0
585,,Unrestricted,180,2009-01-14T00:00:00.000Z,"3P 7am-7pm Mon-Sun; Resident Permit Area",Area Q,,,Active,14.3779545011618,0
586,,Unrestricted,180,2009-01-14T00:00:00.000Z,"3P 7am-7pm Mon-Sun; Resident Permit Area",Area Q,,,Active,14.3811449987134,0
587,,Unrestricted,180,2009-01-14T00:00:00.000Z,"3P 7am-7pm Mon-Sun; Resident Permit Area",Area Q,,,Active,11.7622200023073,0
588,,Unrestricted,180,2009-01-14T00:00:00.000Z,"3P 7am-7pm Mon-Sun; Resident Permit Area",Area Q,,,Active,14.3784700007562,0
589,,Unrestricted,180,2009-01-14T00:00:00.000Z,"3P 7am-7pm Mon-Sun; Resident Permit Area",Area Q,,,Active,11.7555090020598,0
590,,Unrestricted,180,2009-01-14T00:00:00.000Z,"3P 7am-7pm Mon-Sun; Resident Permit Area",Area Q,,,Active,11.7565560005441,0
591,,Unrestricted,180,2009-01-14T00:00:00.000Z,"3P 7am-7pm Mon-Sun; Resident Permit Area",Area Q,,,Active,14.3827170030137,0
592,,Unrestricted,180,2009-01-14T00:00:00.000Z,"3P 7am-7pm Mon-Sun; Resident Permit Area",Area Q,,,Active,14.3827170030137,0
593,,Unrestricted,180,2009-01-14T00:00:00.000Z,"3P 7am-7pm Mon-Sun; Resident Permit Area",Area Q,,,Active,11.756587498004,0
594,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area Y,,,Active,12.0593250012707,0
595,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area Y,,,Active,14.4159830028559,0
596,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area Y,,,Active,14.4129364969682,0
597,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area Y,,,Active,14.4165850006779,0
598,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area Y,,,Active,14.4168789970541,0
599,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area Y,,,Active,14.413538003016,0
600,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area Y,,,Active,14.4168790001657,0
601,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area Y,,,Active,14.4165850001173,0
602,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,14.4135380024558,0
603,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,14.4165849970057,0
604,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area Y,,,Active,14.4135379970667,0
605,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,14.4159830005793,0
606,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,14.416585002955,0
607,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,14.4168790020651,0
608,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,14.412936502917,0
609,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,14.4135379965065,0
610,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,14.4159830000186,0
611,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,14.4165850006779,0
612,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,14.4168790035636,0
613,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area Y,,,Active,12.0571454994898,0
614,17 Clarence St,Unrestricted,,2014-09-17T00:00:00.000Z,,Area P,,895,active,12.0597675003596,0
615,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,14.4139529991222,0
616,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,14.4139530010086,0
617,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,14.4172169996572,0
618,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,14.4172169996572,0
619,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,14.4172170015436,0
620,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,14.4172170015436,0
621,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,12.0566310030916,0
622,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,12.0591270008514,0
623,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,14.4172169996572,0
624,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,14.416125000495,0
625,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,14.4139529991222,0
626,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,12.0597674970739,0
627,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,12.0597675012812,0
628,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,14.4172169987882,0
629,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,12.0584869989345,0
630,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area P,,,Active,12.0574090038119,0
631,,Unrestricted,120,2009-01-14T00:00:00.000Z,"2P 7am-7pm Mon-Fri; 3P 7am-7pm Sat-Sun; Resident Permit Area",Area P,,,Active,12.0583135015524,0
632,,Unrestricted,,2011-02-24T00:00:00.000Z,,Area N,,356,Active,11.9544840011403,0
633,,Unrestricted,,2011-02-24T00:00:00.000Z,,Area N,,356,Active,14.2900139971873,0
634,,Unrestricted,,2011-02-24T00:00:00.000Z,,Area N,,356,Active,14.2874419981654,0
635,,Unrestricted,,2011-02-24T00:00:00.000Z,,Area N,,356,Active,14.2889699991855,0
636,,Unrestricted,,2011-02-24T00:00:00.000Z,,Area N,,356,Active,14.2903314999219,0
637,,Unrestricted,,2011-02-24T00:00:00.000Z,,Area N,,356,Active,14.2905899985291,0
638,,Unrestricted,,2011-02-24T00:00:00.000Z,,Area N,,356,Active,11.598010498972,0
639,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2045959998918,0
640,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2003800003281,0
641,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2013780050599,0
642,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2029089999585,0
643,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2003800018997,0
644,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2045960025907,0
645,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2003799992007,0
646,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2013779981369,0
647,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2029090023143,0
648,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2016979994167,0
649,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2045959998918,0
650,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2003800018997,0
651,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2003800018997,0
652,,Multibay Metered,180,2009-04-22T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI13,6,,Active,14.8350619988166,0
653,,Multibay Metered,180,2009-04-22T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI13,5,,Active,14.4033740000891,0
654,,Signed,15,2010-05-19T00:00:00.000Z,1/4P 8-6 Mon-Fri 8-12 Sat,,,263,Active,11.5539340022899,0
655,,Multibay Metered,180,2009-04-22T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI13,3,,Active,13.3288550012787,0
656,,Signed,15,2010-05-19T00:00:00.000Z,1/4P 8-6 Mon-Fri 8-12 Sat,,,263,Active,13.6469159992907,0
657,,Signed,15,2009-04-22T00:00:00.000Z,"1/4P 8:00am-5:30pm Mon-Fri; 8:00am-11:00am Sat",,,,Active,14.4046530019081,0
658,13-15 West St,Permit,120,2010-06-21T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,11.5542005023973,0
659,,Multibay Metered,180,2010-01-13T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI15,4,15,Active,14.8325039977531,0
660,,Multibay Metered,180,2010-01-13T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI15,3,15,Active,13.976216499121,0
661,,Signed,15,2010-05-19T00:00:00.000Z,1/4P 8-6 Mon-Fri 8-12 Sat,,,263,Active,11.553933997325,0
662,,Multibay Metered,180,2010-01-13T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI15,1,15,Active,13.7630720024078,0
663,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI18,3,,Active,11.1797405001249,0
664,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI18,2,,Active,12.0385340000028,0
665,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI18,1,,Active,11.6094360037993,0
666,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI16,6,,Active,12.467178002118,0
667,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI16,5,,Active,14.4028119994522,0
668,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI16,4,,Active,14.1889454982634,0
669,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI16,3,,Active,14.6193790024567,0
670,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI16,2,,Active,14.1873980006394,0
671,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI16,1,,Active,14.4010819985698,0
672,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI14,6,,Active,14.4028119957483,0
673,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI14,5,,Active,14.4061459982113,0
674,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI14,4,,Active,13.5452369971799,0
675,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI14,2,,Active,12.9019739992799,0
676,,Multibay Metered,180,2008-04-30T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",CI14,1,,Active,11.3970110013009,0
677,13-15 West St,Permit,120,2010-06-21T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,11.5542005019209,0
678,,Multibay Metered,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI12,4,,Active,13.1139709986955,0
679,,Multibay Metered,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI12,3,,Active,14.1922069991309,0
680,,Multibay Metered,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI12,2,,Active,14.4072370018151,0
681,,Multibay Metered,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI12,1,,Active,13.328961000784,0
682,,Loading Zone,,2008-04-14T00:00:00.000Z,Loading Zone 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,13.9756750000127,0
683,,Multibay Metered,180,2008-04-30T00:00:00.000Z,,CI09,1,,Active,14.194143997847,0
684,,Multibay Metered,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI10,4,,Active,13.7593685008901,0
685,,Multibay Metered,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI10,3,,Active,13.117057000102,0
686,,Multibay Metered,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI10,2,,Active,15.4775640027516,0
687,,Multibay Metered,180,2008-04-14T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI10,1,,Active,12.4676910013027,0
688,,Loading Zone,,2008-04-14T00:00:00.000Z,Loading Zone 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,18.4960379989852,0
689,,Multibay Metered,180,2008-04-14T00:00:00.000Z,,CI08,4,,Active,13.3320870009165,0
690,,Multibay Metered,180,2008-04-14T00:00:00.000Z,,CI08,3,,Active,14.4072370024572,0
691,,Multibay Metered,180,2008-04-30T00:00:00.000Z,,CI09,2,,Active,14.190751001131,0
692,,Multibay Metered,180,2008-04-30T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI07,1,,Active,14.1920375013418,0
693,,Multibay Metered,180,2008-04-30T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI07,2,,Active,13.9770074987023,0
694,,Multibay Metered,180,2008-04-30T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI07,3,,Active,14.8337204999736,0
695,,Multibay Metered,180,2008-04-30T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI07,4,,Active,14.4045660016123,0
696,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,KW03,2,,Active,12.420309500738,0
697,,Multibay Metered,180,2008-04-30T00:00:00.000Z,3P 9:00am-5:30pm Mon-Fri 9:00am-11:30am Sat,CI07,5,,Active,13.11425100174,0
698,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,KW03,1,,Active,12.4681769981069,0
699,9-11 West St,Permit,120,2010-06-21T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,11.5542005023973,0
700,9-11 West St,Permit,120,2010-06-21T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,13.6397899991805,0
701,9-11 West St,Permit,120,2010-06-21T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,11.5542004996974,0
702,1 West St,Permit,120,2010-06-21T00:00:00.000Z,2P 8am-6pm Mon-Sat,,,941,active,11.554200499221,0
703,,Multibay Metered,60,2008-04-14T00:00:00.000Z,,GE08,4,,Active,13.7600100003283,0
704,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH05,2,,Active,15.5261559991543,0
705,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH05,1,,Active,14.3987374988685,0
706,,Multibay Metered,60,2008-04-21T00:00:00.000Z,1P Meter 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,BR11,2,,Active,15.0760999991275,0
707,,Multibay Metered,60,2010-01-13T00:00:00.000Z,,CH07,,,Active,13.8354100018317,0
708,,Multibay Metered,60,2010-01-13T00:00:00.000Z,,CH07,,,Active,15.297098001349,0
709,,Loading Zone,,2008-04-21T00:00:00.000Z,Loading Zone 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,28.3510800028421,0
710,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,CH06,1,,Active,12.041554997889,0
711,Hooded Meter,Permit,,2008-04-21T00:00:00.000Z,Red Cross Permit,CHAR038,,,Active,14.8492520003988,0
712,,Unrestricted,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2045959998918,0
713,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2045959998918,0
714,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2016979994167,0
715,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2045959998918,0
716,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.1986924989241,0
717,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2045959998918,0
718,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2026614956659,0
719,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2061945019427,0
720,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2035280012753,0
721,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2052534982735,0
722,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.202764497866,0
723,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2027645005123,0
724,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2057309991253,0
725,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.1999229981736,0
726,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2002404985193,0
727,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2045960025907,0
728,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.200240501527,0
729,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2029089996153,0
730,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2045959986643,0
731,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2015904993992,0
732,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2019534972048,0
733,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2003799992007,0
734,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2034699990486,0
735,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2051829993294,0
736,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2029089996153,0
737,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2045959998918,0
738,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2034700017336,0
739,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2003799976291,0
740,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2019535044924,0
741,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,14.2051829993294,0
742,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area O,,,Active,10.749656509489,0
