objectid,comments,class,parktime_mins,surveydate,signinfo,meternumber,baynumber,drawingnumber,mode,st_areashape,st_lengthshape
221,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.4731570017963,0
222,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,13.8148320026309,0
223,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.5820665008162,0
224,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,13.6926909998684,0
225,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.5497834998727,0
226,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,0.01012999977719,0
227,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.6212099999874,0
228,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,13.6498590024292,0
229,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.7055045021919,0
230,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.5863400014926,0
231,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,13.8528240007675,0
232,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.8108000004355,0
233,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,13.9814015022117,0
234,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,14.2064779986833,0
235,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.5153229972784,0
236,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.7304144973559,0
237,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.5066069978809,0
238,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.6806850008821,0
239,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.5753599980589,0
240,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.8441865000663,0
241,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,13.7262039995942,0
242,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,12.631829501918,0
243,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,13.5666585004734,0
244,,Unrestricted,,2008-04-08T00:00:00.000Z,Parking,,,,Active,13.43965249969,0
245,,Signed,30,2008-04-08T00:00:00.000Z,1/2P 8:00am-5:30pm Mon-Fri 8:00am-12:00pm Sat,,,,Active,12.530426500199,0
246,,Restricted,,2009-04-20T00:00:00.000Z,Reserved for Bowls Club,,,,Active,13.0666709998107,0
247,,Restricted,,2009-04-20T00:00:00.000Z,Reserved for Bowls Club,,,,Active,13.5862730013221,0
248,,Restricted,,2009-04-20T00:00:00.000Z,Reserved for Bowls Club,,,,Active,13.4713929998476,0
249,,Restricted,,2009-04-20T00:00:00.000Z,Reserved for Bowls Club,,,,Active,13.9235499969286,0
250,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.2920740017924,0
251,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.2703479971655,0
252,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.2517585015823,0
253,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.1323780017863,0
254,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.3851715006616,0
255,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.1733095007883,0
256,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,11.7728385005948,0
257,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,12.6121279993635,0
258,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,11.4510420005386,0
259,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,11.5940770017896,0
260,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,9.85467749880696,0
261,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.0714934980612,0
262,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,11.0306260011412,0
263,,Metered,180,2012-12-04T00:00:00.000Z,"3 Hours, 9am-5pm, Daily",,,621,Active,12.202066499768,0
264,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,13.502059501253,0
265,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,13.7924595009325,0
266,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,14.1141329998406,0
267,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,14.2614000002122,0
268,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,14.4434670000413,0
269,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,13.6046079998529,0
270,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,13.9511049988493,0
271,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,13.8778560011272,0
272,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,13.9128400001059,0
273,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,12.6173119981474,0
274,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,14.2870010003179,0
275,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,11.9544950001059,0
276,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,11.9517774994451,0
277,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,14.2881945005676,0
278,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,14.2902165008989,0
279,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,14.29146850105,0
280,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,11.9508070004056,0
281,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,11.9517775005645,0
282,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,11.9517774994451,0
283,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,11.9508069995018,0
284,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area N,,,Active,11.9517775030954,0
285,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,11.9517774985413,0
286,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,11.9544949989865,0
287,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,11.9505754983442,0
288,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,14.2881944993476,0
289,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,14.2902165008449,0
290,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,14.2870009991519,0
291,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,11.9544949998908,0
292,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,11.9517774985413,0
293,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,14.2902164978502,0
294,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,11.953293003344,0
295,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,11.9556540012053,0
296,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,11.9506710017622,0
297,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,11.9544950015173,0
298,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,14.2881945005676,0
299,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,14.2899355020045,0
300,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm, Mon-Fri",Area N,,,Active,11.951777501976,0
301,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area X,,,Active,11.5978399991862,0
302,,Permit,,2009-04-20T00:00:00.000Z,Permit Holders Only,Area X,,,Active,11.595133001245,0
303,,Permit,,2009-01-13T00:00:00.000Z,Permit Holders Only,Area X,,,Active,13.7889010029296,0
304,,Permit,,2009-01-13T00:00:00.000Z,Permit Holders Only,Area X,,,Active,13.7893754985431,0
305,,Permit,,2009-01-13T00:00:00.000Z,Permit Holders Only,Area X,,,Active,13.7906534996443,0
306,,Permit,,2009-01-13T00:00:00.000Z,Permit Holders Only,Area X,,,Active,13.7900730033259,0
307,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area V,,,Active,16.4025224975426,0
308,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area V,,,Active,13.8220635004697,0
309,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area V,,,Active,16.39492799864,0
310,,Permit,180,2009-04-20T00:00:00.000Z,"3P; 9am-5pm; Mon-Fri",Area V,,,Active,16.3960299964787,0
311,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7872799990888,0
312,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7909190024051,0
313,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7883514993436,0
314,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7871279994156,0
315,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.787397998388,0
316,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7902699996582,0
317,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7902699981686,0
318,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7900765022668,0
319,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7899494988058,0
320,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7877189992401,0
321,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,16.3981829983156,0
322,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,16.3985269996866,0
323,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.792759999987,0
324,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7902399995739,0
325,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,16.3998669985915,0
326,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,16.4019694998377,0
327,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7872800018455,0
328,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,16.3985270032331,0
329,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7909479960616,0
330,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.78601099951,0
331,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7883909979317,0
332,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7889324985609,0
333,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.790240003865,0
334,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,16.4019694977981,0
335,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7902399995739,0
336,,Unrestricted,180,2009-01-13T00:00:00.000Z,"2P 7am-7pm Mon-Fri; 3P 7am-7pm Sat-Sun; Resident Permit Area",Area Y,,,Active,13.7855610011911,0
337,,Unrestricted,180,2009-01-13T00:00:00.000Z,"2P 7am-7pm Mon-Fri; 3P 7am-7pm Sat-Sun; Resident Permit Area",Area Y,,,Active,16.4027440007035,0
338,,Unrestricted,180,2009-01-13T00:00:00.000Z,"2P 7am-7pm Mon-Fri; 3P 7am-7pm Sat-Sun; Resident Permit Area",Area Y,,,Active,13.7848259983294,0
339,,Unrestricted,180,2009-01-13T00:00:00.000Z,"2P 7am-7pm Mon-Fri; 3P 7am-7pm Sat-Sun; Resident Permit Area",Area Y,,,Active,13.7898645014345,0
340,,Unrestricted,180,2009-01-13T00:00:00.000Z,"2P 7am-7pm Mon-Fri; 3P 7am-7pm Sat-Sun; Resident Permit Area",Area Y,,,Active,13.7854499974495,0
341,,Unrestricted,,2009-01-13T00:00:00.000Z,,Area Y,,,Active,13.7909479983508,0
342,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area U,,,Active,14.3801840008096,0
343,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area U,,,Active,11.7563140009584,0
344,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area U,,,Active,11.7603539982827,0
345,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area U,,,Active,11.7563140027325,0
346,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,PT05,7,,Active,14.6121620018021,0
347,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,PT05,8,,Active,14.3996875018491,0
348,,Taxi Zone,,2008-04-18T00:00:00.000Z,Taxi Zone Mon-Sat,,,,Active,49.9170230038716,0
349,,Multibay Metered,60,2008-04-18T00:00:00.000Z,1P 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,YK09,3,,Active,13.7038874986611,0
350,,Multibay Metered,60,2008-04-18T00:00:00.000Z,1P 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,YK09,2,,Active,13.6459895015952,0
351,,Loading Zone,,2008-04-18T00:00:00.000Z,Loading Zone 8:00am-6:00pm Mon-Fri 9:00am-4:00pm Sat,,,,Active,14.7225830008584,0
352,,Multibay Metered,60,2008-04-18T00:00:00.000Z,1P 9:00am-5:30pm Mon-Fri 9:00am-4:00pm Sat,YK09,1,,Active,12.2569680008538,0
353,,Loading Zone,,2008-04-18T00:00:00.000Z,Loading Zone 8:00am-6:00pm Mon-Fri 9:00am-4:00pm Sat,,,,Active,14.4010650017331,0
354,,Signed,15,2008-04-18T00:00:00.000Z,1/4P 9:00am-5:30pm Mon-Fri 9:00am-12:00pm Sat,,,,Active,14.5141245019407,0
355,,Signed,15,2008-04-18T00:00:00.000Z,1/4P 9:00am-5:30pm Mon-Fri 9:00am-12:00pm Sat,,,,Active,14.5139250029012,0
356,,Multibay Metered,60,2008-04-18T00:00:00.000Z,,PT05,6,,Active,14.1855710023195,0
357,,Multibay Metered,180,2008-04-22T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",YK23,2,,Active,14.3990779996577,0
358,,Multibay Metered,180,2008-04-22T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",YK23,1,,Active,12.3764935024887,0
359,,Multibay Metered,180,2008-04-22T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",YK23,3,,Active,12.3764935001469,0
360,,Loading Zone,,2008-04-22T00:00:00.000Z,Loading Zone 8:00am-5.30pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,19.086620501647,0
361,,Multibay Metered,180,2010-01-13T00:00:00.000Z,,CI11,,,Active,15.0321920018627,0
362,,Loading Zone,,2008-04-14T00:00:00.000Z,Loading Zone 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,13.9773859984902,0
363,,Loading Zone,,2008-04-14T00:00:00.000Z,Loading Zone 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,24.2053010022295,0
364,,Multibay Metered,180,2008-04-08T00:00:00.000Z,,CH02,5,,Active,14.1870149983043,0
365,,Multibay Metered,180,2008-04-08T00:00:00.000Z,,CH02,6,,Active,15.4374070006419,0
366,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT11,5,,Active,13.0071464992718,0
367,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT11,4,,Active,12.9000744972863,0
368,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT11,1,,Active,11.8225739986114,0
369,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT11,3,,Active,12.8952830006227,0
370,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT11,2,,Active,12.8996040025617,0
371,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT13,8,,Active,13.9769759990576,0
372,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT13,7,,Active,13.1151180005048,0
375,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT13,4,,Active,11.8265989995882,0
376,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT13,3,,Active,12.9039764999439,0
377,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT13,2,,Active,12.6850395024986,0
378,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT13,1,,Active,11.5860730005459,0
379,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT12,4,,Active,12.8969779995253,0
380,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT12,5,,Active,13.7591379986115,0
381,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT12,6,,Active,12.8987189998106,0
382,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT12,7,,Active,12.9969080004113,0
383,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT14,1,,Active,13.222727004813,0
384,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT14,2,,Active,12.4688770043308,0
385,,Multibay Metered,180,2008-04-22T00:00:00.000Z,,PT14,3,,Active,12.8975610005602,0
386,,Multibay Metered,180,2008-04-22T00:00:00.000Z,"5MinP 8am-9am Mon-Fri; 3P 9am-5:30pm Mon-Fri 9am-11:30am Sat",PT14,4,827,Active,12.7931279990101,0
387,,Multibay Metered,180,2008-04-22T00:00:00.000Z,"5MinP 8am-9am Mon-Fri; 3P 9am-5:30pm Mon-Fri 9am-11:30am Sat",PT14,5,827,Active,13.0055740010487,0
388,,Multibay Metered,180,2008-04-22T00:00:00.000Z,"5MinP 8am-9am Mon-Fri; 3P 9am-5:30pm Mon-Fri 9am-11:30am Sat",PT14,6,827,Active,12.6869050032732,0
389,,Multibay Metered,180,2008-04-22T00:00:00.000Z,"5MinP 8am-9am Mon-Fri; 3P 9am-5:30pm Mon-Fri 9am-11:30am Sat",PT14,7,827,Active,11.3914309998698,0
390,,Signed,30,2008-04-22T00:00:00.000Z,1/2P 9:00am-5:00pm Mon-Fri,,,,Active,13.1178190012706,0
391,,Signed,30,2008-04-22T00:00:00.000Z,1/2P 9:00am-5:00pm Mon-Fri,,,,Active,15.3707650008915,0
392,,Signed,30,2008-04-22T00:00:00.000Z,1/2P 9:00am-5:00pm Mon-Fri,,,,Active,15.2615540018198,0
393,,Signed,30,2008-04-22T00:00:00.000Z,1/2P 9:00am-5:00pm Mon-Fri,,,,Active,14.7279095031853,0
394,,Signed,30,2008-04-22T00:00:00.000Z,1/2P 9:00am-5:00pm Mon-Fri,,,,Active,15.3765130018343,0
395,,Loading Zone,,2008-04-18T00:00:00.000Z,"Loading Zone Permit Vehicles 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat; Taxi Zone all other times",,,,Active,25.9882769997765,0
396,,Taxi Zone,,2008-04-18T00:00:00.000Z,Taxi Zone,,,,Active,24.1629483719197,0
397,,Loading Zone,,2008-04-18T00:00:00.000Z,Loading Zone Permit Vehicles 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,22.9341611777352,0
398,,Loading Zone,,2008-04-18T00:00:00.000Z,Loading Zone 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,26.520247504707,0
399,,Loading Zone,,2008-04-18T00:00:00.000Z,Loading Zone Permit Vehicles 8:00am-6:00pm Mon-Fri 8:00am-4:00pm Sat,,,,Active,22.7267619972919,0
400,,Signed,5,2008-04-18T00:00:00.000Z,P5 Minutes 8:00am-6:00pm Daily,,,,Active,16.1594544969131,0
401,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,BR13,3,,Active,13.8625949966868,0
402,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,KW03,3,,Active,14.463392499778,0
403,,Multibay Metered,60,2008-04-21T00:00:00.000Z,,KW03,4,,Active,12.3734039989338,0
404,,Multibay Metered,180,2008-05-27T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ17,6,,Active,13.758520499725,0
405,,Multibay Metered,180,2008-05-27T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ17,5,,Active,14.4044560005416,0
406,,Multibay Metered,180,2008-05-27T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ17,4,,Active,12.6848415005599,0
407,,Multibay Metered,180,2008-05-27T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ17,1,,Active,12.0339480000919,0
408,,Multibay Metered,180,2008-05-27T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ17,3,,Active,10.4279169981111,0
409,,Multibay Metered,180,2008-05-27T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ17,2,,Active,11.7185539996871,0
410,,Multibay Metered,180,2009-10-29T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ19,9,,Active,14.9452339970792,0
411,,Multibay Metered,180,2009-10-29T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ19,8,,Active,13.9774979966536,0
412,,Multibay Metered,180,2009-10-29T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ19,7,,Active,13.9774979997716,0
413,,Multibay Metered,180,2009-10-29T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ19,6,,Active,13.9733805035958,0
414,,Multibay Metered,180,2009-10-29T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ19,3,,Active,13.970553001026,0
415,,Multibay Metered,180,2009-10-29T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ19,5,,Active,14.189108999422,0
416,,Multibay Metered,180,2009-10-29T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ19,4,,Active,13.7577329957071,0
417,,Multibay Metered,180,2009-10-29T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ19,2,,Active,13.7600349998029,0
418,,Multibay Metered,180,2009-10-29T00:00:00.000Z,"3P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ19,1,,Active,14.6195249984091,0
419,,Signed,5,2008-04-18T00:00:00.000Z,P5 Minutes Daily,,,,Active,13.7561889987497,0
420,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ20,4,,Active,14.1871854969283,0
421,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ20,3,,Active,11.2865319995746,0
422,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ20,2,,Active,13.9733405024353,0
423,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ20,1,,Active,13.9733405024353,0
424,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ18,5,,Active,13.6529180007051,0
425,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ18,7,,Active,13.9756080006952,0
426,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ18,6,,Active,14.0836339978414,0
427,,Multibay Metered,540,2009-10-29T00:00:00.000Z,"9P Meter 9:00am-5:30pm Mon-Fri, 9:00am-11:30am Sat",SJ18,4,,Active,14.4044660006324,0
428,,Multibay Metered,540,2009-10-29T00:00:00.000Z,,FR08,10,,Active,15.7459159977201,0
429,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,13.010226000313,0
430,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,12.8493055014138,0
431,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,13.031468999249,0
432,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,12.9068025016177,0
433,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,12.8593850024359,0
434,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,12.9571684984194,0
435,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,13.0664734989608,0
436,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,12.9969999994449,0
437,,Metered,90,2009-04-20T00:00:00.000Z,"1.5 Hours, 9am-5pm, Daily",,,,Active,12.8071800006653,0
438,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area U,,,Active,14.3781345034378,0
439,,Unrestricted,,2009-01-14T00:00:00.000Z,,Area U,,,Active,11.7536290031296,0
